"","Reviews","Price.USD.","Type"
"797",26769,0.32,"Paperback"
"798",22665,0.2,"Paperback"
"799",34232,0.5,"Paperback"
"800",5568,15.85,"Hardcover"
"801",29365,3.62,"Paperback"
"802",24964,9.49,"Hardcover"
"803",29102,0.25,"Hardcover"
"804",7838,13.95,"Hardcover"
"805",8543,18.9,"Hardcover"
"806",20098,48.05,"Hardcover"
"807",59742,18.11,"Hardcover"
"808",7910,1.6,"Hardcover"
"809",1334,0.59,"Paperback"
"810",5866,3.85,"Mass Market Paperback"
"811",8952,19.9,"Hardcover"
"812",10540,11.21,"Paperback"
"813",9726,14.83,"Hardcover"
"814",30766,21.07,"Hardcover"
"815",14275,10.49,"Paperback"
"816",3984,1.19,"Paperback"
"817",1561,5.43,"Hardcover"
"818",15114,20.1,"Hardcover"
"819",9762,16.74,"Hardcover"
"820",13928,4.95,"Paperback"
"821",13349,4.75,"Hardcover"
"822",8567,16.85,"Hardcover"
"823",7911,12.77,"Hardcover"
"824",17081,0.35,"Hardcover"
"825",1286,35.02,"Paperback"
"826",3851,16.65,"Hardcover"
"827",12255,19.14,"Hardcover"
"828",11080,0.94,"Paperback"
"829",16023,28.59,"Hardcover"
"830",2005,20.84,"Hardcover"
"831",10294,0.97,"Hardcover"
"832",11581,1.4,"Paperback"
"833",52859,10.89,"Hardcover"
"834",2771,17.69,"Hardcover"
"835",3638,12.39,"Hardcover"
"836",18728,20,"Hardcover"
"837",12305,22.65,"Hardcover"
"838",3409,4.89,"Hardcover"
"839",6035,21.05,"Hardcover"
"840",16168,0.25,"Paperback"
"841",22842,1.29,"Hardcover"
"842",7505,0.94,"Paperback"
"843",2180,27.99,"Hardcover"
"844",3974,11.98,"Hardcover"
"845",2631,8.97,"Hardcover"
"846",1402,9.82,"Hardcover"
"847",3477,14.93,"Paperback"
"848",4870,5.64,"Paperback"
"849",1543,20.53,"Hardcover"
"850",7066,1.25,"Paperback"
"851",13860,19.99,"Hardcover"
"852",544,17.84,"Hardcover"
"853",799,1.98,"Hardcover"
"854",16976,22.04,"Hardcover"
"855",13840,1.49,"Paperback"
"856",711,20.12,"Paperback"
"857",10637,15,"Paperback"
"858",38489,1.11,"Paperback"
"859",1711,24.4,"Hardcover"
"860",2535,22.75,"Hardcover"
"861",1677,17.96,"Paperback"
"862",13155,1.49,"Hardcover"
"863",5896,21.05,"Hardcover"
"864",832,16.27,"Hardcover"
"865",7505,16.51,"Mass Market Paperback"
"866",9523,14.3,"Paperback"
"867",9633,14.4,"Hardcover"
"868",26303,0.94,"Paperback"
"869",613,20.25,"Paperback"
"870",3026,17.9,"Hardcover"
"871",3177,14.5,"Hardcover"
"872",5604,16.14,"Paperback"
"873",2053,1.27,"Paperback"
"874",7050,1.56,"Hardcover"
"875",6283,15.45,"Hardcover"
"876",2490,44.1,"Hardcover"
"877",4189,1.45,"Paperback"
"878",43137,39.27,"Paperback"
"879",34232,9.95,"Hardcover"
"880",1458,13.6,"Hardcover"
"881",26483,0.36,"Hardcover"
"882",44,22.45,"Hardcover"
"883",3827,14.69,"Paperback"
"884",8914,4.9,"Paperback"
"885",24964,0.99,"Paperback"
"886",6819,5.98,"Hardcover"
"887",6104,12.7,"Hardcover"
"888",6330,13.66,"Paperback"
"889",1151,40.09,"Hardcover"
"890",3992,14.98,"Hardcover"
"891",122,13.5,"Hardcover"
"892",4877,15.95,"Paperback"
"893",3818,1.49,"Hardcover"
"894",5610,0.85,"Paperback"
"895",8567,16.85,"Hardcover"
"896",16168,0.25,"Paperback"
"897",6104,12.7,"Hardcover"
"898",5568,15.85,"Hardcover"
"899",34232,0.5,"Paperback"
"900",30766,21.07,"Hardcover"
"901",6186,2.54,"Hardcover"
"902",13155,1.49,"Hardcover"
"903",29102,0.25,"Hardcover"
"904",5866,3.85,"Mass Market Paperback"
"905",24964,9.49,"Hardcover"
"906",2535,22.75,"Hardcover"
"907",13860,19.99,"Hardcover"
"908",5660,9.99,"Hardcover"
"909",9726,14.83,"Hardcover"
"910",10540,11.21,"Paperback"
"911",14877,8.99,"Paperback"
"912",11581,1.4,"Paperback"
"913",2274,3.02,"Hardcover"
"914",1334,0.59,"Paperback"
"915",22842,1.29,"Hardcover"
"916",20098,48.05,"Hardcover"
"917",5310,0.65,"Paperback"
"918",6582,12.99,"Hardcover"
"919",5208,19.99,"Hardcover"
"920",5215,29.9,"Hardcover"
"921",3984,1.19,"Paperback"
"922",1677,17.96,"Paperback"
"923",4674,19.95,"Hardcover"
"924",8561,17,"Hardcover"
"925",9292,12.57,"Paperback"
"926",3851,16.65,"Hardcover"
"927",6035,21.05,"Hardcover"
"928",3638,12.39,"Hardcover"
"929",1286,35.02,"Paperback"
"930",2233,26.99,"Hardcover"
"931",1973,1.4,"Hardcover"
"932",2445,14.11,"Hardcover"
"933",3974,11.98,"Hardcover"
"934",6940,16.29,"Hardcover"
"935",1791,22,"Hardcover"
"936",14877,0.25,"Paperback"
"937",15114,20.1,"Hardcover"
"938",4055,23.48,"Hardcover"
"939",2273,9.22,"Paperback"
"940",13158,0.94,"Paperback"
"941",711,20.12,"Paperback"
"942",7505,0.94,"Paperback"
"943",4877,15.95,"Paperback"
"944",3477,14.93,"Paperback"
"945",6182,17.97,"Hardcover"
"946",529,18.89,"Hardcover"
"947",11632,9.99,"Paperback"
"948",1219,32.79,"Hardcover"
"949",2441,14.49,"Hardcover"
"950",969,1.99,"Hardcover"
"951",11002,14.16,"Hardcover"
"952",3425,24.15,"Hardcover"
"953",11080,0.94,"Paperback"
"954",14877,14.96,"Hardcover"
"955",2755,7.99,"Hardcover"
"956",1457,15,"Hardcover"
"957",9633,14.4,"Hardcover"
"958",1711,24.4,"Hardcover"
"959",1329,51.99,"Paperback"
"960",11309,0.98,"Paperback"
"961",26303,0.94,"Paperback"
"962",11019,8.4,"Hardcover"
"963",17081,0.35,"Hardcover"
"964",825,0.95,"Hardcover"
"965",4470,29.79,"Hardcover"
"966",688,21.54,"Hardcover"
"967",613,20.25,"Paperback"
"968",402,1.5,"Hardcover"
"969",2599,25.98,"Hardcover"
"970",1945,12.69,"Paperback"
"971",3827,1.4,"Paperback"
"972",32577,42.95,"Paperback"
"973",2857,15.1,"Hardcover"
"974",6330,13.66,"Paperback"
"975",2070,27,"Hardcover"
"976",5764,15.25,"Hardcover"
"977",8001,0.94,"Paperback"
"978",4508,0.94,"Paperback"
"979",4006,0.94,"Paperback"
"980",6156,13.67,"Hardcover"
"981",13840,1.49,"Paperback"
"982",2053,1.27,"Paperback"
"983",8022,0.02,"Paperback"
"984",945,2.51,"Paperback"
"985",43137,39.27,"Paperback"
"986",3603,14,"Paperback"
"987",1819,17.28,"Hardcover"
"988",712,15.77,"Hardcover"
"989",3339,1.5,"Paperback"
"990",2254,17.99,"Hardcover"
"991",3981,1.82,"Paperback"
"992",7720,9.99,"Paperback"
"993",255,32.88,"Paperback"
"994",8561,17,"Hardcover"
"995",11632,9.99,"Paperback"
"996",2212,21.99,"Hardcover"
"997",14877,14.96,"Hardcover"
"998",8022,0.02,"Paperback"
"999",5493,10.36,"Hardcover"
"1000",5568,15.85,"Hardcover"
"1001",29102,0.25,"Hardcover"
"1002",1503,11.15,"Hardcover"
"1003",10540,11.21,"Paperback"
"1004",532,18.96,"Hardcover"
"1005",3981,18.59,"Hardcover"
"1006",1784,9.39,"Paperback"
"1007",30766,21.07,"Hardcover"
"1008",2255,12.59,"Hardcover"
"1009",1416,12.14,"Hardcover"
"1010",1677,17.96,"Paperback"
"1011",3406,24.89,"Hardcover"
"1012",3194,20.56,"Hardcover"
"1013",5310,0.65,"Paperback"
"1014",487,16.28,"Hardcover"
"1015",1334,0.59,"Paperback"
"1016",1281,13.99,"Hardcover"
"1017",11581,2.01,"Hardcover"
"1018",5764,15.25,"Hardcover"
"1019",711,20.12,"Paperback"
"1020",13840,25,"Hardcover"
"1021",24964,9.49,"Hardcover"
"1022",3851,16.65,"Hardcover"
"1023",3974,11.98,"Hardcover"
"1024",3369,0.01,"Paperback"
"1025",1490,15.3,"Paperback"
"1026",3900,18.4,"Hardcover"
"1027",2070,27,"Hardcover"
"1028",500,2.18,"Paperback"
"1029",6644,1,"Hardcover"
"1030",2441,14.49,"Hardcover"
"1031",13158,0.94,"Paperback"
"1032",3984,1.19,"Paperback"
"1033",489,0.36,"Hardcover"
"1034",3339,18.19,"Hardcover"
"1035",2702,0.36,"Hardcover"
"1036",662,1.98,"Board book"
"1037",1556,0.03,"Paperback"
"1038",784,21.72,"Hardcover"
"1039",466,2.99,"Paperback"
"1040",2273,9.22,"Paperback"
"1041",2847,5.48,"Hardcover"
"1042",3981,0.25,"Paperback"
"1043",34232,9.95,"Hardcover"
"1044",1286,35.02,"Paperback"
"1045",1185,12.85,"Hardcover"
"1046",1985,17,"Hardcover"
"1047",1985,10.1,"Hardcover"
"1048",7720,18.74,"Hardcover"
"1049",12490,34.14,"Hardcover"
"1050",6409,12.79,"Paperback"
"1051",6409,7.16,"Paperback"
"1052",76,23.68,"Hardcover"
"1053",3901,23.99,"Hardcover"
"1054",878,11.9,"Hardcover"
"1055",1265,11.59,"Paperback"
"1056",3992,14.98,"Hardcover"
"1057",4006,0.94,"Paperback"
"1058",2561,1,"Paperback"
"1059",944,18.49,"Spiral-bound"
"1060",5899,0.87,"Paperback"
"1061",11019,8.4,"Hardcover"
"1062",2460,23.18,"Hardcover"
"1063",1941,12.9,"Hardcover"
"1064",2027,22,"Hardcover"
"1065",1100,13.49,"Hardcover"
"1066",22842,1.29,"Hardcover"
"1067",558,14,"Hardcover"
"1068",4791,0.01,"Hardcover"
"1069",2541,0.99,"Paperback"
"1070",3845,13.13,"Hardcover"
"1071",9010,15.39,"Hardcover"
"1072",619,11.23,"Hardcover"
"1073",1274,19.99,"Hardcover"
"1074",982,40.26,"Hardcover"
"1075",11309,0.98,"Paperback"
"1076",20793,0.01,"Paperback"
"1077",11874,0.36,"Hardcover"
"1078",1089,32.97,"Mass Market Paperback"
"1079",10209,0.35,"Paperback"
"1080",4508,0.94,"Paperback"
"1081",5208,19.99,"Hardcover"
"1082",607,1.49,"Paperback"
"1083",1173,9.7,"Paperback"
"1084",613,20.25,"Paperback"
"1085",1115,0.35,"Paperback"
"1086",26303,0.94,"Paperback"
"1087",15078,1.49,"Paperback"
"1088",4877,15.95,"Paperback"
"1089",4105,23.62,"Hardcover"
"1090",2715,21.56,"Hardcover"
"1091",1912,13.69,"Paperback"
"1092",744,17.89,"Hardcover"
"1093",9633,14.4,"Hardcover"
"1094",9894,19.95,"Hardcover"
"1095",20793,0.01,"Paperback"
"1096",4158,22.3,"Hardcover"
"1097",11874,0.36,"Hardcover"
"1098",1640,10.99,"Hardcover"
"1099",5568,15.85,"Hardcover"
"1100",14877,14.96,"Hardcover"
"1101",7368,3.95,"Paperback"
"1102",4336,75.4,"Hardcover"
"1103",13840,25,"Hardcover"
"1104",7621,14.89,"Hardcover"
"1105",14891,0.65,"Paperback"
"1106",1403,10.1,"Paperback"
"1107",3369,0.01,"Paperback"
"1108",2155,17,"Paperback"
"1109",5703,19.99,"Hardcover"
"1110",4296,10.89,"Hardcover"
"1111",7341,20.99,"Hardcover"
"1112",5473,0.91,"Hardcover"
"1113",10209,0.35,"Paperback"
"1114",784,12,"Paperback"
"1115",855,15.98,"Hardcover"
"1116",3845,13.13,"Hardcover"
"1117",1009,14.05,"Mass Market Paperback"
"1118",4232,13.2,"Paperback"
"1119",10540,11.21,"Paperback"
"1120",472,14.9,"Hardcover"
"1121",11632,9.99,"Paperback"
"1122",1940,2.75,"Paperback"
"1123",3974,11.98,"Hardcover"
"1124",7621,1.33,"Paperback"
"1125",17149,1.94,"Hardcover"
"1126",3851,16.65,"Hardcover"
"1127",6082,7.2,"Paperback"
"1128",1847,10.16,"Hardcover"
"1129",1036,18,"Paperback"
"1130",1808,28.39,"Hardcover"
"1131",4006,0.94,"Paperback"
"1132",1677,17.96,"Paperback"
"1133",6644,1,"Hardcover"
"1134",2215,0.25,"Paperback"
"1135",1620,0.25,"Hardcover"
"1136",8022,27,"Hardcover"
"1137",4348,0.75,"Hardcover"
"1138",66271,13.88,"Paperback"
"1139",4957,9.99,"Paperback"
"1140",1286,35.02,"Paperback"
"1141",1008,49.9,"Hardcover"
"1142",44,1.63,"Hardcover"
"1143",2279,14.68,"Hardcover"
"1144",4791,0.01,"Hardcover"
"1145",4422,1.26,"Hardcover"
"1146",1569,11.55,"Paperback"
"1147",696,0.59,"Paperback"
"1148",815,15,"Paperback"
"1149",7720,18.74,"Hardcover"
"1150",732,9.99,"Hardcover"
"1151",3992,14.98,"Hardcover"
"1152",26303,0.94,"Paperback"
"1153",1827,17.1,"Hardcover"
"1154",5585,18,"Hardcover"
"1155",2561,1,"Paperback"
"1156",8085,21.8,"Hardcover"
"1157",791,11.9,"Hardcover"
"1158",1975,19.99,"Hardcover"
"1159",1055,19.4,"Hardcover"
"1160",5604,0.94,"Paperback"
"1161",8241,15.98,"Hardcover"
"1162",5492,16.99,"Hardcover"
"1163",9869,21.97,"Hardcover"
"1164",2470,18.47,"Hardcover"
"1165",4705,1.35,"Paperback"
"1166",1849,14.99,"Hardcover"
"1167",232,10.49,"Paperback"
"1168",3603,14,"Paperback"
"1169",34503,4.69,"Paperback"
"1170",1334,0.59,"Paperback"
"1171",1826,9.5,"Hardcover"
"1172",3981,0.25,"Paperback"
"1173",1214,0.01,"Mass Market Paperback"
"1174",7418,25.14,"Hardcover"
"1175",34232,9.95,"Hardcover"
"1176",342,12,"Hardcover"
"1177",1135,1.25,"Paperback"
"1178",846,18.78,"Hardcover"
"1179",1394,16.42,"Hardcover"
"1180",607,1.49,"Paperback"
"1181",1724,17.35,"Hardcover"
"1182",1641,8.78,"Hardcover"
"1183",2074,32.86,"Hardcover"
"1184",255,0.25,"Paperback"
"1185",1779,17,"Hardcover"
"1186",1478,27.03,"Hardcover"
"1187",2262,15.99,"Hardcover"
"1188",9544,19.29,"Paperback"
"1189",2522,1.5,"Paperback"
"1190",712,15.77,"Hardcover"
"1191",4377,14.33,"Paperback"
"1192",1585,10.32,"Hardcover"
"1193",24964,9.49,"Hardcover"
"1194",8091,0.94,"Paperback"
"1195",11874,0.36,"Hardcover"
"1196",20793,0.01,"Paperback"
"1197",4348,0.75,"Hardcover"
"1198",6425,18.7,"Hardcover"
"1199",7621,14.89,"Hardcover"
"1200",14891,0.65,"Paperback"
"1201",7368,3.95,"Paperback"
"1202",5568,15.85,"Hardcover"
"1203",3369,0.01,"Paperback"
"1204",3275,0.59,"Hardcover"
"1205",1036,18,"Paperback"
"1206",3974,11.98,"Hardcover"
"1207",6409,12.79,"Paperback"
"1208",7368,16.9,"Hardcover"
"1209",22441,2.85,"Paperback"
"1210",13840,25,"Hardcover"
"1211",3851,16.65,"Hardcover"
"1212",21614,0.35,"Hardcover"
"1213",4705,1.35,"Paperback"
"1214",367,12.95,"Hardcover"
"1215",232,10.49,"Paperback"
"1216",2927,0.59,"Hardcover"
"1217",4336,75.4,"Hardcover"
"1218",712,15.77,"Hardcover"
"1219",4957,9.99,"Paperback"
"1220",8085,21.8,"Hardcover"
"1221",12187,15.89,"Hardcover"
"1222",1286,35.02,"Paperback"
"1223",9292,12.57,"Paperback"
"1224",3511,20.94,"Mass Market Paperback"
"1225",1912,24.99,"Hardcover"
"1226",1089,0.36,"Hardcover"
"1227",1771,18.35,"Hardcover"
"1228",2561,1,"Paperback"
"1229",14891,1.51,"Hardcover"
"1230",2422,11.92,"Paperback"
"1231",1878,1.09,"Hardcover"
"1232",3603,14,"Paperback"
"1233",2155,17,"Paperback"
"1234",1855,23.95,"Hardcover"
"1235",66271,13.88,"Paperback"
"1236",9633,14.4,"Hardcover"
"1237",1709,14.79,"Hardcover"
"1238",929,0.25,"Hardcover"
"1239",566,11.25,"Paperback"
"1240",468,0.98,"Hardcover"
"1241",1188,19.42,"Hardcover"
"1242",495,0.4,"Paperback"
"1243",1018,27.5,"Hardcover"
"1244",1199,32.28,"Hardcover"
"1245",10209,14.93,"Hardcover"
"1246",4006,0.94,"Paperback"
"1247",14849,12.5,"Paperback"
"1248",6425,379.99,"Hardcover"
"1249",4614,1.97,"Paperback"
"1250",2927,0.55,"Hardcover"
"1251",1135,0.94,"Paperback"
"1252",607,1.49,"Paperback"
"1253",2750,26,"Hardcover"
"1254",994,18.72,"Hardcover"
"1255",1114,30.29,"Hardcover"
"1256",583,18.49,"Hardcover"
"1257",8578,0.94,"Paperback"
"1258",1559,7.87,"Hardcover"
"1259",3511,1.18,"Paperback"
"1260",1619,8,"Hardcover"
"1261",238,13.49,"Paperback"
"1262",3477,14.93,"Paperback"
"1263",691,12.49,"Paperback"
"1264",2421,13.99,"Paperback"
"1265",279,8.9,"Hardcover"
"1266",1568,7.52,"Hardcover"
"1267",3253,2.83,"Hardcover"
"1268",3295,17.27,"Hardcover"
"1269",509,16.88,"Hardcover"
"1270",269,9.99,"Hardcover"
"1271",395,14.49,"Hardcover"
"1272",11309,0.98,"Paperback"
"1273",620,13.36,"Paperback"
"1274",5585,18,"Hardcover"
"1275",615,9.33,"Hardcover"
"1276",34503,4.69,"Paperback"
"1277",3099,16.99,"Hardcover"
"1278",13441,0.51,"Paperback"
"1279",534,19.7,"Paperback"
"1280",256,29.96,"Paperback"
"1281",6262,29.99,"Paperback"
"1282",26303,0.94,"Paperback"
"1283",2269,14.29,"Hardcover"
"1284",2101,11.89,"Hardcover"
"1285",5899,15.82,"Hardcover"
"1286",1869,0.94,"Paperback"
"1287",1700,13,"Hardcover-spiral"
"1288",3059,15.98,"Hardcover"
"1289",4630,16.98,"Hardcover"
"1290",43137,39.27,"Paperback"
"1291",1878,24.49,"Hardcover"
"1292",1744,0.99,"Paperback"
"1293",13441,30.99,"Paperback"
"1294",19689,1.88,"Hardcover"
"1295",21614,0.35,"Hardcover"
"1296",6409,12.79,"Paperback"
"1297",12187,15.89,"Hardcover"
"1298",4630,16.98,"Hardcover"
"1299",1700,13,"Hardcover-spiral"
"1300",3974,11.98,"Hardcover"
"1301",9292,12.57,"Paperback"
"1302",5568,15.85,"Hardcover"
"1303",743,8.72,"Hardcover"
"1304",712,15.77,"Hardcover"
"1305",395,14.49,"Hardcover"
"1306",3369,0.01,"Paperback"
"1307",720,14.75,"Hardcover"
"1308",3851,16.65,"Hardcover"
"1309",8578,0.94,"Paperback"
"1310",14849,12.5,"Paperback"
"1311",232,10.49,"Paperback"
"1312",11309,0.98,"Paperback"
"1313",411,10.19,"Hardcover"
"1314",7621,14.89,"Hardcover"
"1315",1286,35.02,"Paperback"
"1316",4516,30.76,"Hardcover"
"1317",21614,14.75,"Audio CD"
"1318",1199,32.28,"Hardcover"
"1319",4006,0.94,"Paperback"
"1320",3330,16.15,"Hardcover"
"1321",3603,14,"Paperback"
"1322",2498,7.3,"Paperback"
"1323",1345,0.63,"Hardcover"
"1324",2027,16.25,"Hardcover"
"1325",3253,2.83,"Hardcover"
"1326",9633,14.4,"Hardcover"
"1327",14631,11.11,"Hardcover"
"1328",471,79,"Audio CD"
"1329",7680,6.85,"Mass Market Paperback"
"1330",1878,24.49,"Hardcover"
"1331",691,12.49,"Paperback"
"1332",66271,13.88,"Paperback"
"1333",245,9.99,"Hardcover"
"1334",974,14.84,"Paperback"
"1335",489,14.45,"Hardcover"
"1336",2101,11.89,"Hardcover"
"1337",2269,14.29,"Hardcover"
"1338",934,21.55,"Hardcover"
"1339",1559,7.87,"Hardcover"
"1340",1880,0.36,"Hardcover"
"1341",944,10.94,"Hardcover"
"1342",2205,35,"Hardcover"
"1343",6782,18.2,"Hardcover"
"1344",647,17.99,"Hardcover"
"1345",7368,16.9,"Hardcover"
"1346",447,13.3,"Paperback"
"1347",866,16.44,"Hardcover"
"1348",8405,2.35,"Hardcover"
"1349",1380,19.6,"Hardcover"
"1350",238,13.49,"Paperback"
"1351",607,1.49,"Paperback"
"1352",418,10.94,"Hardcover"
"1353",495,0.4,"Paperback"
"1354",5604,0.94,"Paperback"
"1355",566,11.99,"Hardcover"
"1356",1908,0.25,"Paperback"
"1357",764,11.86,"Paperback"
"1358",2511,26.62,"Hardcover"
"1359",1412,9.87,"Hardcover"
"1360",2067,14.97,"Hardcover"
"1361",13441,30.99,"Paperback"
"1362",1379,19.87,"Paperback"
"1363",2733,0.35,"Paperback"
"1364",705,19.41,"Hardcover"
"1365",2919,1.47,"Paperback"
"1366",2383,14.88,"Paperback"
"1367",671,23.49,"Hardcover"
"1368",721,11.99,"Paperback"
"1369",3454,16.99,"Hardcover"
"1370",256,29.96,"Paperback"
"1371",300,18.9,"Paperback"
"1372",1010,14.99,"Hardcover"
"1373",991,20.82,"Hardcover"
"1374",1483,16.99,"Hardcover"
"1375",973,23.54,"Hardcover"
"1376",3511,22.26,"Hardcover"
"1377",2247,1.18,"Paperback"
"1378",163,13.97,"Hardcover"
"1379",19689,3.54,"Hardcover"
"1380",593,12.21,"Hardcover"
"1381",659,16.95,"Hardcover"
"1382",2421,13.99,"Paperback"
"1383",36339,1.19,"Mass Market Paperback"
"1384",646,1.55,"Hardcover"
"1385",1158,38.09,"Hardcover"
"1386",2329,24.64,"Hardcover"
"1387",2087,12.21,"Hardcover"
"1388",588,20.99,"Paperback"
"1389",933,36.99,"Hardcover"
"1390",38610,0.99,"Paperback"
"1391",1861,9.28,"Hardcover"
"1392",5610,0.85,"Paperback"
"1393",752,23.3,"Hardcover"
"1394",3974,11.98,"Hardcover"
"1395",712,15.77,"Hardcover"
"1396",691,12.49,"Paperback"
"1397",489,14.45,"Hardcover"
"1398",2607,16,"Hardcover"
"1399",3851,16.65,"Hardcover"
"1400",593,12.21,"Hardcover"
"1401",743,8.72,"Hardcover"
"1402",5610,0.85,"Paperback"
"1403",4006,0.94,"Paperback"
"1404",1403,16.75,"Hardcover"
"1405",3511,22.26,"Hardcover"
"1406",2939,17.9,"Hardcover"
"1407",14849,12.5,"Paperback"
"1408",5604,13.79,"Hardcover"
"1409",707,17.3,"Hardcover"
"1410",364,16.45,"Hardcover"
"1411",232,10.49,"Paperback"
"1412",1286,35.02,"Paperback"
"1413",3764,15.89,"Hardcover"
"1414",9633,14.4,"Hardcover"
"1415",714,21.8,"Paperback"
"1416",38610,0.99,"Paperback"
"1417",2067,14.97,"Hardcover"
"1418",2087,12.21,"Hardcover"
"1419",6782,18.2,"Hardcover"
"1420",1908,0.25,"Paperback"
"1421",2561,17.99,"Hardcover"
"1422",66271,13.88,"Paperback"
"1423",1023,0.01,"Hardcover"
"1424",3603,14,"Paperback"
"1425",3145,0.65,"Paperback"
"1426",653,19,"Hardcover"
"1427",551,8.75,"Hardcover"
"1428",528,23,"Hardcover"
"1429",974,16.23,"Hardcover"
"1430",3729,31.1,"Hardcover"
"1431",1433,39.91,"Hardcover"
"1432",5444,0.94,"Paperback"
"1433",5552,0.94,"Paperback"
"1434",34503,20.1,"Mass Market Paperback"
"1435",659,16.95,"Hardcover"
"1436",1762,12,"Hardcover"
"1437",655,11.22,"Hardcover"
"1438",1425,0.94,"Hardcover"
"1439",11309,0.98,"Paperback"
"1440",193,16.95,"Paperback"
"1441",1483,16.99,"Hardcover"
"1442",554,12.86,"Hardcover"
"1443",607,1.49,"Paperback"
"1444",38489,1.11,"Paperback"
"1445",417,16.66,"Paperback"
"1446",588,20.99,"Paperback"
"1447",2149,16.9,"Hardcover"
"1448",238,13.49,"Paperback"
"1449",721,11.99,"Paperback"
"1450",2737,21.99,"Hardcover"
"1451",1493,8.89,"Hardcover"
"1452",147,1.61,"Paperback"
"1453",2498,7.3,"Paperback"
"1454",6330,13.66,"Paperback"
"1455",8583,0.01,"Hardcover"
"1456",769,25.98,"Hardcover"
"1457",860,22.49,"Hardcover"
"1458",1383,8.17,"Hardcover"
"1459",6576,2.27,"Paperback"
"1460",17081,0.35,"Hardcover"
"1461",495,0.4,"Paperback"
"1462",1219,17.99,"Hardcover"
"1463",2025,17.44,"Hardcover"
"1464",36339,1.19,"Mass Market Paperback"
"1465",13425,0.25,"Board book"
"1466",1614,20.51,"Hardcover"
"1467",9512,0.94,"Paperback"
"1468",4614,3.22,"Hardcover"
"1469",1063,11.99,"Hardcover"
"1470",889,29.82,"Hardcover"
"1471",4232,13.2,"Paperback"
"1472",7568,1.23,"Paperback"
"1473",753,17.38,"Hardcover"
"1474",9292,17.9,"Hardcover"
"1475",4856,2.99,"Hardcover"
"1476",435,3,"Hardcover"
"1477",1237,10.08,"Hardcover"
"1478",1881,0.94,"Paperback"
"1479",245,18,"Hardcover"
"1480",606,16.99,"Paperback"
"1481",8583,0.01,"Paperback"
"1482",928,13.7,"Hardcover"
"1483",1692,34.36,"Hardcover"
"1484",256,29.96,"Paperback"
"1485",893,15,"Hardcover"
"1486",3293,0.25,"Paperback"
"1487",595,37.21,"Hardcover"
"1488",233,16.15,"Hardcover"
"1489",1537,21.9,"Hardcover"
"1490",1472,21.2,"Hardcover"
"1491",3520,0.49,"Hardcover"
"1492",2789,31.78,"Imitation Leather"
"1493",2002,10.79,"Hardcover"
"1494",18171,15.8,"Hardcover"
"1495",707,17.3,"Hardcover"
"1496",1403,16.75,"Hardcover"
"1497",3974,11.98,"Hardcover"
"1498",593,12.21,"Hardcover"
"1499",14849,12.5,"Paperback"
"1500",3145,0.65,"Paperback"
"1501",5604,13.79,"Hardcover"
"1502",3472,20.85,"Hardcover"
"1503",712,15.77,"Hardcover"
"1504",1033,28.61,"Paperback"
"1505",4006,0.94,"Paperback"
"1506",3729,31.1,"Hardcover"
"1507",895,21.45,"Hardcover"
"1508",8583,0.01,"Hardcover"
"1509",3851,16.65,"Hardcover"
"1510",232,10.49,"Paperback"
"1511",3520,0.49,"Hardcover"
"1512",1714,31.91,"Hardcover"
"1513",9512,0.94,"Paperback"
"1514",1287,16.95,"Hardcover"
"1515",9633,14.4,"Hardcover"
"1516",3717,19.65,"Hardcover"
"1517",875,12,"Hardcover"
"1518",2737,21.99,"Hardcover"
"1519",905,2.05,"Hardcover"
"1520",477,0.01,"Paperback"
"1521",4614,3.22,"Hardcover"
"1522",889,29.82,"Hardcover"
"1523",3275,24.99,"Hardcover"
"1524",714,21.8,"Paperback"
"1525",1273,15,"Hardcover"
"1526",292,12.74,"Hardcover"
"1527",38610,0.99,"Paperback"
"1528",1286,35.02,"Paperback"
"1529",2503,21.89,"Hardcover"
"1530",659,16.95,"Hardcover"
"1531",6318,4.99,"Paperback"
"1532",2694,25,"Hardcover"
"1533",5444,0.94,"Paperback"
"1534",4232,13.2,"Paperback"
"1535",34503,20.1,"Mass Market Paperback"
"1536",1234,7.98,"Hardcover"
"1537",194,15.93,"Paperback"
"1538",2405,11.4,"Hardcover"
"1539",7362,10.85,"Paperback"
"1540",588,20.99,"Paperback"
"1541",421,17.99,"Paperback"
"1542",753,17.38,"Hardcover"
"1543",350,19.99,"Hardcover"
"1544",5389,28.58,"Paperback"
"1545",410,11.02,"Hardcover"
"1546",6368,166.17,"Hardcover"
"1547",1483,16.99,"Hardcover"
"1548",3915,13.99,"Paperback"
"1549",2433,12.75,"Hardcover"
"1550",66271,13.88,"Paperback"
"1551",7259,9,"Hardcover"
"1552",715,13.7,"Hardcover"
"1553",1425,0.94,"Hardcover"
"1554",653,19,"Hardcover"
"1555",1219,17.99,"Hardcover"
"1556",2720,18.88,"Hardcover"
"1557",1004,19.77,"Hardcover"
"1558",1732,14.9,"Hardcover"
"1559",2015,25.4,"Hardcover"
"1560",518,11.91,"Paperback"
"1561",3603,14,"Paperback"
"1562",721,11.99,"Paperback"
"1563",934,14.93,"Hardcover"
"1564",9952,4.75,"Hardcover"
"1565",5356,14.29,"Hardcover"
"1566",38489,1.11,"Paperback"
"1567",7568,1.23,"Paperback"
"1568",928,13.7,"Hardcover"
"1569",607,1.49,"Paperback"
