Name,Author,Rating,Reviews,Type,Price(USD),Year
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,6277,Paperback,1.49,2016
The Nightingale: A Novel,Kristin Hannah,4.8,56917,Hardcover,3.37,2016
"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",J.K. Rowling,4.9,26163,Hardcover,17.04,2016
Fahrenheit 451,Ray Bradbury,4.6,15504,Paperback,2.19,2016
Love You Forever,Robert Munsch,4.9,27107,Paperback,0.25,2016
The Great Gatsby,F. Scott Fitzgerald,4.4,11080,Paperback,0.94,2016
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3851,Hardcover,16.65,2016
All the Light We Cannot See,Anthony Doerr,4.6,40800,Hardcover,14.5,2016
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,22027,Board book,0.94,2016
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,43137,Paperback,3.21,2016
"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",Priscilla Shirer,4.9,6037,Paperback,1.47,2016
The Whistler,John Grisham,4.3,14311,Hardcover,12.99,2016
If Animals Kissed Good Night,Ann Whitford Paul,4.8,31805,Board book,1.4,2016
Cooking for Jeffrey: A Barefoot Contessa Cookbook,Ina Garten,4.7,1546,Hardcover,8.71,2016
"The Trials of Apollo, Book 1: The Hidden Oracle (Trials of Apollo, 1)",Rick Riordan,4.7,5175,Hardcover,1.81,2016
Knock-Knock Jokes for Kids,Rob Elliott,4.5,4467,Paperback,0.25,2016
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,7083,Hardcover,0.25,2016
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.7,16157,Paperback,2.17,2016
"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",Gary J. Byrne,4.1,6959,Hardcover,10.93,2016
First 100 Animals,Roger Priddy,4.8,6229,Board book,0.14,2016
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,4.5,2714,Paperback,1.53,2016
Goodnight Moon,Margaret Wise Brown,4.9,13425,Board book,0.25,2016
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.8,7116,Paperback,4.26,2016
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),Ransom Riggs,4.4,11002,Paperback,0.01,2016
Grit: The Power of Passion and Perseverance,Angela Duckworth,4.6,6468,Hardcover,5.67,2016
Emotional Intelligence 2.0,Travis Bradberry,4.5,6156,Hardcover,13.67,2016
The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,4.4,9939,Hardcover,15.75,2016
The Outsiders,S. E. Hinton,4.8,15202,Paperback,0.94,2016
The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,4.8,5563,Hardcover,33.47,2016
Me Before You: A Novel (Movie Tie-In),Jojo Moyes,4.6,1075,Paperback,15.68,2016
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,17967,Board book,1.01,2016
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,14156,Paperback,0.94,2016
Potty (Leslie Patricelli board books),Leslie Patricelli,4.7,8802,Board book,0.94,2016
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.7,5146,Hardcover,8.99,2016
First 100 Padded: Numbers Colors Shapes,Roger Priddy,4.8,4880,Hardcover,0.94,2016
Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,Thaneeya McArdle,4.7,4642,Paperback,1.61,2016
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,9290,Paperback,3.43,2016
Quieting Your Heart: 6-Month Bible-Study Journal,Darlene Schacht,4.4,1290,Paperback,14.65,2016
The Book with No Pictures,B. J. Novak,4.8,10643,Hardcover,1.49,2016
Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4341,Paperback,0.79,2016
"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor (Magnus Chase and the Gods of Asgard, 2)",Rick Riordan,4.7,2586,Hardcover,0.77,2016
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,11167,Paperback,1.94,2016
Harry Potter and the Sorcerer's Stone,J.K. Rowling,4.8,4345,Paperback,1.21,2016
Dragons Love Tacos,Adam Rubin,4.7,7995,Hardcover,1.4,2016
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,25004,Hardcover,24.99,2016
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,4.6,4139,Paperback,0.94,2016
1984 (Signet Classics),George Orwell,4.7,34591,Mass Market Paperback,4.98,2016
The Giver (1) (Giver Quartet),Lois Lowry,4.6,15284,Paperback,0.94,2016
This item is no longer available,,,,,,2016
"Thinking, Fast and Slow",Daniel Kahneman,4.6,15114,Paperback,15.99,2016
Little Blue Truck board book,Alice Schertle,4.9,7116,Board book,1.3,2016
Harry Potter Coloring Book,Scholastic,4.8,5331,Paperback,1.19,2016
The Day the Crayons Quit,Drew Daywalt,4.8,11734,Hardcover,1.67,2016
First 100 Words,Roger Priddy,4.7,23921,Board book,0.18,2015
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,24756,Hardcover,11.11,2015
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,8191,Paperback,0.25,2015
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,11168,Paperback,1.94,2015
StrengthsFinder 2.0,Tom Rath,4,5568,Hardcover,15.85,2015
Go Set a Watchman: A Novel,Harper Lee,3.8,7496,Hardcover,18.97,2015
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",Johanna Basford,4.7,6281,Paperback,1.49,2015
All the Light We Cannot See,Anthony Doerr,4.6,40800,Hardcover,14.5,2015
The Girl on the Train,Paula Hawkins,4.1,82600,Hardcover,14.86,2015
Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,4.5,3532,Paperback,1.29,2015
Diary of a Wimpy Kid #10: Old School,Jeff Kinney,4.8,8457,Hardcover,14.99,2015
To Kill a Mockingbird,Harper Lee,4.8,36339,Mass Market Paperback,1.19,2015
Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,4.6,3352,Paperback,0.35,2015
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,4.5,2714,Paperback,1.53,2015
Humans of New York : Stories,Brandon Stanton,4.9,3616,Hardcover,14.98,2015
The Martian,Andy Weir,4.7,41495,Paperback,0.94,2015
"Oh, the Places You'll Go!",Dr. Seuss,4.9,17081,Hardcover,0.35,2015
Knock-Knock Jokes for Kids,Rob Elliott,4.5,4467,Paperback,0.25,2015
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,15733,Board book,0.94,2015
The Day the Crayons Quit,Drew Daywalt,4.8,11734,Hardcover,1.67,2015
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,6860,Paperback,1.63,2015
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,22842,Hardcover,1.29,2015
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,7744,Paperback,2.09,2015
Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,4.4,28740,Paperback,12.25,2015
Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4411,Paperback,0.79,2015
How to Win Friends & Influence People,Dale Carnegie,4.7,34503,Paperback,4.69,2015
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,66271,Paperback,1.5,2015
Balance (Angie's Extreme Stress Menders),Angie Grace,4.6,2052,Paperback,1.14,2015
Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4341,Paperback,0.79,2015
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,12061,Hardcover,19.99,2015
Giraffes Can't Dance (Board Book),Giles Andreae,4.8,21055,Board book,0.94,2015
Wonder,R. J. Palacio,4.8,26483,Hardcover,0.36,2015
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,6569,Paperback,3.95,2015
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,38489,Paperback,1.11,2015
Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,12890,Hardcover,25.74,2015
Love You Forever,Robert Munsch,4.9,27107,Paperback,0.25,2015
The Very Hungry Caterpillar,Eric Carle,4.9,31511,Board book,0.94,2015
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,10540,Paperback,11.21,2015
Between the World and Me,Ta-Nehisi Coates,4.7,14883,Hardcover,10.07,2015
Baby Touch and Feel: Animals,DK,4.7,7495,Board book,0.25,2015
The Book with No Pictures,B. J. Novak,4.8,10643,Hardcover,1.49,2015
The Wright Brothers,David McCullough,4.7,6540,Hardcover,15.03,2015
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,4.6,2299,Paperback,0.79,2015
The Nightingale: A Novel,Kristin Hannah,4.8,56917,Hardcover,3.37,2015
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper",Ree Drummond,4.8,4707,Hardcover,6.99,2015
What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.8,2255,Hardcover,1.09,2015
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,5612,Hardcover,13.96,2015
Harry Potter Coloring Book,Scholastic,4.8,5331,Paperback,1.19,2015
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.6,16976,Mass Market Paperback,0.35,2015
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,10044,Hardcover,3.48,2015
Diary of a Minecraft Zombie Book 1: A Scare of A Dare,Zack Zombie,4.7,5987,Paperback,0.87,2015
The Great Gatsby,F. Scott Fitzgerald,4.4,11080,Paperback,0.94,2015
Lost Ocean: An Inky Adventure and Coloring Book for Adults (PENGUIN BOOKS),Johanna Basford,4.7,4139,Paperback,15.25,2015
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3851,Hardcover,16.65,2015
The Official SAT Study Guide,The College Board,4.4,1334,Paperback,0.59,2015
10-Day Green Smoothie Cleanse,JJ Smith,4.7,22356,Paperback,4.53,2015
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.7,16157,Paperback,2.17,2015
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,17967,Board book,1.01,2015
The Day the Crayons Came Home,Drew Daywalt,4.8,3280,Hardcover,1.54,2015
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,12068,Hardcover,2.75,2015
Paper Towns,John Green,4.3,8456,Paperback,0.35,2015
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,30766,Paperback,12.61,2015
Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),Laurence J. Kotlikoff,4.1,2607,Hardcover,12.95,2015
"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)",Rick Riordan,4.7,4313,Hardcover,0.59,2015
Dragons Love Tacos,Adam Rubin,4.7,7995,Hardcover,1.4,2015
Fahrenheit 451,Ray Bradbury,4.6,15504,Paperback,2.19,2015
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,14156,Paperback,0.94,2015
Potty (Leslie Patricelli board books),Leslie Patricelli,4.7,8802,Board book,0.94,2015
Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,4.5,2606,Hardcover,6.42,2015
Dead Wake: The Last Crossing of the Lusitania,Erik Larson,4.6,8185,Hardcover,25.54,2015
The Going-To-Bed Book,Sandra Boynton,4.8,7405,Board book,0.25,2015
"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook",Ali Maffucci,4.4,3163,Paperback,19.5,2015
Mystical Mandala Coloring Book (Dover Design Coloring Books),Alberta Hutchinson,4.5,2532,Paperback,1.1,2015
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.6,8640,Paperback,152,2015
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.6,3346,Paperback,1.36,2015
The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,Phil McGraw,4,5750,Hardcover,10.45,2015
Night (Night),Elie Wiesel,4.7,5610,Paperback,0.85,2015
What to Expect When You're Expecting,Heidi Murkoff,4.4,3477,Paperback,14.93,2015
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,4.9,7050,Hardcover,1.56,2015
The Road to Character,David Brooks,4.4,2424,Hardcover,17.9,2015
Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,4.8,7510,Board book,0.25,2015
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,43137,Paperback,3.21,2015
Guess How Much I Love You,Sam McBratney,4.8,4290,Board book,0.25,2015
"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",Valentina Harper,4.7,1538,Paperback,1.18,2015
Little Blue Truck,Alice Schertle,4.9,1906,Board book,0.35,2015
The Outsiders,S. E. Hinton,4.8,15202,Paperback,0.94,2015
"Thinking, Fast and Slow",Daniel Kahneman,4.6,15114,Paperback,15.99,2015
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,4.6,4139,Paperback,0.94,2015
1984 (Signet Classics),George Orwell,4.7,34591,Mass Market Paperback,4.98,2015
"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,4.6,5604,Paperback,16.14,2015
Emotional Intelligence 2.0,Travis Bradberry,4.5,6156,Hardcover,13.67,2015
For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,4.7,1700,Hardcover,9.99,2015
"Press Here (Interactive Book for Toddlers and Kids, Interactive Baby Book)",Herve Tullet,4.8,7817,Hardcover,1.6,2015
Little Blue Truck board book,Alice Schertle,4.9,7116,Board book,1.3,2015
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,22027,Board book,0.94,2015
A Long Walk to Water: Based on a True Story,Linda Sue Park,4.8,8766,Paperback,1.39,2015
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,4.7,23594,Mass Market Paperback,11.99,2015
Rogue Lawyer: A Novel,John Grisham,4.1,12780,Hardcover,18.35,2015
Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults) (Volume 28),Lilt Kids Coloring Books,4.4,959,Paperback,7.5,2015
Lord of the Flies,William Golding,4.6,16430,Mass Market Paperback,0.94,2015
StrengthsFinder 2.0,Tom Rath,4,5568,Hardcover,15.85,2014
Frozen (Little Golden Book),RH Disney,4.7,4519,Hardcover,8.67,2014
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,8191,Paperback,0.25,2014
The Fault in Our Stars,John Green,4.7,52859,Paperback,0.35,2014
Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,4.8,8158,Hardcover,23.65,2014
Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,11172,Hardcover,14.8,2014
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,12068,Hardcover,2.75,2014
"The Blood of Olympus (The Heroes of Olympus, 5)",Rick Riordan,4.8,8474,Hardcover,11.24,2014
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,22842,Hardcover,1.29,2014
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,30766,Paperback,12.61,2014
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.6,3346,Paperback,1.36,2014
The Day the Crayons Quit,Drew Daywalt,4.8,11734,Hardcover,1.67,2014
Divergent,Veronica Roth,4.6,28681,Paperback,16.5,2014
The Fault in Our Stars,John Green,4.7,52859,Hardcover,10.89,2014
"Oh, the Places You'll Go!",Dr. Seuss,4.9,17081,Hardcover,0.35,2014
To Kill a Mockingbird,Harper Lee,4.8,36339,Mass Market Paperback,1.19,2014
Gone Girl,Gillian Flynn,4,59742,Paperback,15.2,2014
The Book Thief,Markus Zusak,4.6,26303,Paperback,0.94,2014
The Official SAT Study Guide,The College Board,4.4,1334,Paperback,0.59,2014
Humans of New York (ST MARTIN'S PRE),Brandon Stanton,4.8,4164,Hardcover,22.16,2014
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,36229,Hardcover,20.99,2014
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.6,8640,Paperback,152,2014
Wonder,R. J. Palacio,4.8,26483,Hardcover,0.36,2014
The Book with No Pictures,B. J. Novak,4.8,10643,Hardcover,1.49,2014
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,4349,Hardcover,12.12,2014
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3984,Paperback,1.19,2014
Knock-Knock Jokes for Kids,Rob Elliott,4.5,4467,Paperback,0.25,2014
JOURNEY TO THE ICE P,RH Disney,4.6,1025,Paperback,7.11,2014
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,10540,Paperback,11.21,2014
Little Blue Truck,Alice Schertle,4.9,1906,Board book,0.35,2014
Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.6,1607,Hardcover,22.8,2014
First 100 Words,Roger Priddy,4.7,23921,Board book,0.18,2014
If I Stay,Gayle Forman,4.3,8412,Paperback,0.25,2014
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,4.7,23594,Mass Market Paperback,11.99,2014
Divergent / Insurgent,Veronica Roth,4.5,18832,Hardcover,13.67,2014
Capital in the Twenty First Century,Thomas Piketty,4.5,3364,Hardcover,12.73,2014
Orphan Train,Christina Baker Kline,4.6,22651,Paperback,0.25,2014
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,7744,Paperback,2.09,2014
How to Win Friends & Influence People,Dale Carnegie,4.7,34503,Paperback,4.69,2014
The Very Hungry Caterpillar,Eric Carle,4.9,31511,Board book,0.94,2014
All the Light We Cannot See,Anthony Doerr,4.6,40800,Hardcover,14.5,2014
"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,6472,Hardcover,10.88,2014
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,30766,Hardcover,21.07,2014
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,12061,Hardcover,19.99,2014
The Alchemist,Paulo Coelho,4.7,43137,Paperback,39.27,2014
Looking for Alaska,John Green,4.6,10181,Paperback,0.35,2014
The Great Gatsby,F. Scott Fitzgerald,4.4,11080,Paperback,0.94,2014
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,6860,Paperback,1.63,2014
Love You Forever,Robert Munsch,4.9,27107,Paperback,0.25,2014
The Maze Runner (Book 1),James Dashner,4.5,11445,Paperback,0.25,2014
Allegiant,Veronica Roth,4.1,7117,Hardcover,13.45,2014
Yes Please,Amy Poehler,4.3,4515,Hardcover,19.7,2014
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3851,Hardcover,16.65,2014
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,38489,Paperback,1.11,2014
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,6569,Paperback,3.95,2014
41: A Portrait of My Father,George W. Bush,4.7,2521,Hardcover,15.98,2014
Minecraft: The Complete Handbook Collection,Stephanie Milton,4.8,1247,Hardcover,16,2014
Frozen: A Tale of Two Sisters,Melissa Lagonegro,4.6,905,Paperback,0.25,2014
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,7911,Hardcover,8.45,2014
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.7,16157,Paperback,2.17,2014
Divergent / Insurgent / Allegiant,Veronica Roth,4.6,2641,Hardcover,59.96,2014
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.7,16168,Paperback,0.25,2014
Flash Boys,Michael Lewis,4.5,4943,Hardcover,1.49,2014
Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,Rush Limbaugh,4.9,3500,Hardcover,2.38,2014
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,15733,Board book,0.94,2014
The Going-To-Bed Book,Sandra Boynton,4.8,7405,Board book,0.25,2014
The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R. R. Martin,4.7,5327,Hardcover,20.43,2014
The Real ACT Prep Guide (Official Act Prep Guide),ACT,4.4,693,Paperback,1.24,2014
Gray Mountain: A Novel,John Grisham,3.9,22354,Hardcover,16.98,2014
What to Expect When You're Expecting,Heidi Murkoff,4.4,3477,Paperback,14.93,2014
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,4.9,7050,Hardcover,1.56,2014
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,6667,Hardcover,13.2,2014
The Invention of Wings,Sue Monk Kidd,4.7,15272,Hardcover,20.85,2014
Lord of the Flies,William Golding,4.6,16430,Mass Market Paperback,0.94,2014
Night (Night),Elie Wiesel,4.7,5610,Paperback,0.85,2014
The Catcher in the Rye,J.D. Salinger,4.5,15078,Mass Market Paperback,0.85,2014
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,4.6,237,Hardcover,1.23,2014
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,14156,Paperback,0.94,2014
"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",Gina Homolka,4.7,5426,Hardcover,24.95,2014
Fahrenheit 451,Ray Bradbury,4.6,15504,Paperback,2.19,2014
"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,10294,Hardcover,0.97,2014
Paper Towns,John Green,4.3,8456,Paperback,0.35,2014
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,4.6,4139,Paperback,0.94,2014
1984 (Signet Classics),George Orwell,4.7,34591,Mass Market Paperback,4.98,2014
The Outsiders,S. E. Hinton,4.8,15202,Paperback,0.94,2014
MONEY Master the Game: 7 Simple Steps to Financial Freedom,Tony Robbins,4.6,6623,Hardcover,2.23,2014
Goodnight Moon,Margaret Wise Brown,4.9,13425,Board book,0.25,2014
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,12255,Paperback,1.99,2014
Revival: A Novel,Stephen King,4.1,8372,Hardcover,14.35,2014
Giraffes Can't Dance (Board Book),Giles Andreae,4.8,21055,Board book,0.94,2014
Minecraft: Redstone Handbook: An Official Mojang Book,Scholastic,4.7,646,Hardcover,28.98,2014
Of Mice and Men,John Steinbeck,4.7,13465,Mass Market Paperback,0.35,2014
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,JJ Smith,4.7,22356,Paperback,4.74,2014
"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,4.6,5604,Paperback,16.14,2014
A Day in the Sun (Disney Frozen) (Pictureback(R)),Frank Berrios,4.6,616,Paperback,0.25,2014
The Giver (Giver Quartet),Lois Lowry,4.6,15284,Mass Market Paperback,12.89,2014
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,17967,Board book,1.01,2014
Against All Grain: Delectable Paleo Recipes to Eat Well & Feel Great (1),Danielle Walker,4.7,2919,Paperback,22.5,2014
Minecraft: Essential Handbook,Stephanie Milton,4.7,656,Hardcover,21.24,2014
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3974,Hardcover,11.98,2014
StrengthsFinder 2.0,Tom Rath,4,5568,Hardcover,15.85,2013
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,6667,Hardcover,13.2,2013
"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,4.8,8489,Hardcover,22.39,2013
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,7911,Hardcover,8.45,2013
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,22842,Hardcover,1.29,2013
Inferno,Dan Brown,4.1,30965,Hardcover,14.99,2013
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,8826,Hardcover,1.58,2013
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7329,Hardcover,15.89,2013
The Great Gatsby,F. Scott Fitzgerald,4.4,11080,Paperback,0.94,2013
Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,4.5,11963,Hardcover,19.5,2013
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,14275,Paperback,10.49,2013
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.6,8640,Paperback,152,2013
The Official SAT Study Guide,The College Board,4.4,1334,Paperback,0.59,2013
The Fault in Our Stars,John Green,4.7,52859,Hardcover,10.89,2013
The Book Thief,Markus Zusak,4.6,26303,Paperback,0.94,2013
Wonder,R. J. Palacio,4.8,26483,Hardcover,0.36,2013
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3984,Paperback,1.19,2013
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,10540,Paperback,11.21,2013
Divergent,Veronica Roth,4.6,28681,Paperback,16.5,2013
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,8191,Paperback,0.25,2013
"Oh, the Places You'll Go!",Dr. Seuss,4.9,17081,Hardcover,0.35,2013
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,4.5,5448,Hardcover,27.55,2013
