Name,Author,Rating,Reviews,Type,Price(USD),Year
"School Zone - Big Preschool Workbook - Ages 3 to 5, Colors, Shapes, Numbers 1-10, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,40362,Paperback,1.83,2018
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)",Dr. Steven R Gundry MD,4.4,5161,Hardcover,10.7,2018
Ready Player One: A Novel,Ernest Cline,4.7,31994,Paperback,10.78,2018
Fahrenheit 451,Ray Bradbury,4.6,15504,Paperback,2.19,2018
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,5018,Hardcover,18.8,2018
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,43137,Paperback,3.21,2018
Wonder,R. J. Palacio,4.8,26483,Hardcover,0.36,2018
To Kill a Mockingbird,Harper Lee,4.8,36339,Paperback,2,2018
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,10044,Hardcover,3.48,2018
"The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed Weight, Heal Your Body, and Regain Confidence",Leanne Vogel,4.4,6081,Paperback,3.54,2018
"Everybody, Always: Becoming Love in a World Full of Setbacks and Difficult People",Bob Goff,4.8,4321,Paperback,1.78,2018
Before We Were Yours: A Novel,Lisa Wingate,4.7,26972,Hardcover,2.08,2018
The Reckoning: A Novel,John Grisham,4.1,12868,Hardcover,11,2018
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,22027,Board book,0.94,2018
Beneath a Scarlet Sky: A Novel,Mark Sullivan,4.7,42975,Paperback,2.05,2018
What to Expect When You're Expecting,Heidi Murkoff,4.7,13600,Paperback,1.49,2018
Principles: Life and Work,Ray Dalio,4.6,6735,Hardcover,10.54,2018
Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.7,12511,Hardcover,4.33,2018
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,8191,Paperback,0.25,2018
"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Anthony William,4.7,7314,Hardcover,11.65,2018
"The Official SAT Study Guide, 2018 Edition (Official Study Guide for the New Sat)",The College Board,4.5,1763,Paperback,1.6,2018
Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Sasha O'Hara,4.6,15217,Paperback,0.74,2018
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,14156,Paperback,0.94,2018
The Outsider: A Novel,Stephen King,4.6,15805,Hardcover,2.3,2018
Where the Crawdads Sing,Delia Owens,4.8,129991,Hardcover,3.5,2018
"Dungeons & Dragons Dungeon Master's Guide (Core Rulebook, D&D Roleplaying Game)",Wizards RPG Team,4.9,13712,Hardcover,26.69,2018
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.6,33865,Paperback,9.15,2018
Love You Forever,Robert Munsch,4.9,27107,Paperback,0.25,2018
Dragons Love Tacos,Adam Rubin,4.7,7995,Hardcover,1.4,2018
The Woman in the Window: A Novel,A. J. Finn,4.4,21394,Hardcover,12.95,2018
"Dungeons & Dragons Monster Manual (Core Rulebook, D&D Roleplaying Game)",Wizards RPG Team,4.9,13053,Hardcover,23.5,2018
"Simply Keto: A Practical Approach to Health & Weight Loss, with 100+ Easy Low-Carb Recipes (1)",Suzanne Ryan,4.6,7071,Paperback,5.2,2018
StrengthsFinder 2.0,Tom Rath,4,5568,Hardcover,15.85,2018
Extreme Ownership (How U.S. Navy SEALs Lead and Win),Jocko Willink,4.8,13209,Hardcover,8.19,2018
The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,4.8,3980,Hardcover,14.88,2018
How to Draw 101 Animals (1),Dan Green,4.7,11371,Paperback,0.9,2018
The Sun and Her Flowers,Rupi Kaur,4.8,8535,Paperback,1.98,2018
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,24756,Hardcover,11.11,2018
"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,4.4,7764,Paperback,2.66,2018
Where Do Diggers Sleep at Night? (Where Do...Series),Brianna Caplan Sayres,4.8,8238,Board book,1.25,2018
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,6569,Paperback,3.95,2018
"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",Reese Witherspoon,4.8,2963,Hardcover,4.53,2018
Man's Search for Meaning (OLD EDITION/OUT OF PRINT),Viktor E. Frankl,4.7,23921,Paperback,2.74,2018
The Great Alone: A Novel,Kristin Hannah,4.7,16548,Hardcover,3.95,2018
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,16713,Hardcover,3.28,2018
Cravings: Hungry for More: A Cookbook,Chrissy Teigen,4.8,4008,Hardcover,4.84,2018
The Handmaid's Tale,Margaret Atwood,4.4,37870,Paperback,1.93,2018
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.7,16157,Paperback,2.17,2018
The Great Gatsby,F. Scott Fitzgerald,4.4,11080,Paperback,0.94,2018
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,20689,Paperback,8.99,2018
"Gmorning, Gnight!: Little Pep Talks for Me & You",Lin-Manuel Miranda,4.8,3039,Hardcover,1.84,2018
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,38609,Mass Market Paperback,7.58,2018
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,14989,Hardcover,3.62,2018
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.9,32577,Paperback,42.95,2018
Xanathar's Guide to Everything (Dungeons & Dragons),Wizards RPG Team,4.9,11756,Hardcover,26.52,2018
Fahrenheit 451,Ray Bradbury,4.6,15504,Paperback,2.19,2017
Love You Forever,Robert Munsch,4.9,27107,Paperback,0.25,2017
The Great Gatsby,F. Scott Fitzgerald,4.4,11080,Paperback,0.94,2017
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3851,Hardcover,16.65,2017
All the Light We Cannot See,Anthony Doerr,4.6,40800,Hardcover,14.5,2017
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,22027,Board book,0.94,2017
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,43137,Paperback,3.21,2017
"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",Priscilla Shirer,4.9,6037,Paperback,1.47,2017
The Whistler,John Grisham,4.3,14311,Hardcover,12.99,2017
If Animals Kissed Good Night,Ann Whitford Paul,4.8,31805,Board book,1.4,2017
Cooking for Jeffrey: A Barefoot Contessa Cookbook,Ina Garten,4.7,1546,Hardcover,8.71,2017
"The Trials of Apollo, Book 1: The Hidden Oracle (Trials of Apollo, 1)",Rick Riordan,4.7,5175,Hardcover,1.81,2017
Knock-Knock Jokes for Kids,Rob Elliott,4.5,4467,Paperback,0.25,2017
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,7083,Hardcover,0.25,2017
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.7,16157,Paperback,2.17,2017
"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",Gary J. Byrne,4.1,6959,Hardcover,10.93,2017
First 100 Animals,Roger Priddy,4.8,6229,Board book,0.14,2017
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,4.5,2714,Paperback,1.53,2017
Goodnight Moon,Margaret Wise Brown,4.9,13425,Board book,0.25,2017
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.8,7116,Paperback,4.26,2017
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),Ransom Riggs,4.4,11002,Paperback,0.01,2017
Grit: The Power of Passion and Perseverance,Angela Duckworth,4.6,6468,Hardcover,5.67,2017
Emotional Intelligence 2.0,Travis Bradberry,4.5,6156,Hardcover,13.67,2017
The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,4.4,9939,Hardcover,15.75,2017
The Outsiders,S. E. Hinton,4.8,15202,Paperback,0.94,2017
The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,4.8,5563,Hardcover,33.47,2017
Me Before You: A Novel (Movie Tie-In),Jojo Moyes,4.6,1075,Paperback,15.68,2017
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,17967,Board book,1.01,2017
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,14156,Paperback,0.94,2017
Potty (Leslie Patricelli board books),Leslie Patricelli,4.7,8802,Board book,0.94,2017
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.7,5146,Hardcover,8.99,2017
First 100 Padded: Numbers Colors Shapes,Roger Priddy,4.8,4880,Hardcover,0.94,2017
Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,Thaneeya McArdle,4.7,4642,Paperback,1.61,2017
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,9290,Paperback,3.43,2017
Quieting Your Heart: 6-Month Bible-Study Journal,Darlene Schacht,4.4,1290,Paperback,14.65,2017
The Book with No Pictures,B. J. Novak,4.8,10643,Hardcover,1.49,2017
Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4341,Paperback,0.79,2017
"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor (Magnus Chase and the Gods of Asgard, 2)",Rick Riordan,4.7,2586,Hardcover,0.77,2017
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,11167,Paperback,1.94,2017
Harry Potter and the Sorcerer's Stone,J.K. Rowling,4.8,4345,Paperback,1.21,2017
Dragons Love Tacos,Adam Rubin,4.7,7995,Hardcover,1.4,2017
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,25004,Hardcover,24.99,2017
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,4.6,4139,Paperback,0.94,2017
1984 (Signet Classics),George Orwell,4.7,34591,Mass Market Paperback,4.98,2017
The Giver (1) (Giver Quartet),Lois Lowry,4.6,15284,Paperback,0.94,2017
This item is no longer available,,,,,,2017
"Thinking, Fast and Slow",Daniel Kahneman,4.6,15114,Paperback,15.99,2017
Little Blue Truck board book,Alice Schertle,4.9,7116,Board book,1.3,2017
Harry Potter Coloring Book,Scholastic,4.8,5331,Paperback,1.19,2017
The Day the Crayons Quit,Drew Daywalt,4.8,11734,Hardcover,1.67,2017
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,14156,Paperback,0.94,2017
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,6277,Paperback,1.49,2017
Big Little Lies,Liane Moriarty,4.6,24139,Paperback,0.35,2017
"The Official SAT Study Guide, 2018 Edition (Official Study Guide for the New Sat)",The College Board,4.5,1763,Paperback,1.6,2017
The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,Melissa Hartwig Urban,4.6,1586,Hardcover,16.98,2017
"Thinking, Fast and Slow",Daniel Kahneman,4.6,15114,Paperback,15.99,2017
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,22842,Hardcover,1.29,2017
What to Expect When You're Expecting,Heidi Murkoff,4.7,13600,Paperback,1.49,2017
The Glass Castle: A Memoir,Jeannette Walls,4.6,11309,Paperback,0.98,2017
The Great Gatsby,F. Scott Fitzgerald,4.4,11080,Paperback,0.94,2017
The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,Oprah Winfrey,4.7,1770,Hardcover,13.73,2017
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,16777,Board book,1.25,2017
The Rooster Bar,John Grisham,4.1,10248,Hardcover,12,2017
The Giving Tree,Shel Silverstein,4.9,15510,Hardcover,2,2017
She Persisted: 13 American Women Who Changed the World,Chelsea Clinton,4.8,2240,Hardcover,1.64,2017
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,4.7,10759,Paperback,5.45,2017
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,43137,Paperback,3.21,2017
Fahrenheit 451,Ray Bradbury,4.6,15504,Paperback,2.19,2017
Camino Island: A Novel,John Grisham,4.2,15727,Hardcover,18.99,2017
Turtles All the Way Down,John Green,4.6,6054,Hardcover,9.88,2017
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.7,16157,Paperback,2.17,2017
Love You Forever,Robert Munsch,4.9,27107,Paperback,0.25,2017
"The Pioneer Woman Cooks: Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",Ree Drummond,4.8,2830,Hardcover,11,2017
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,7744,Paperback,2.09,2017
Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,4.8,7510,Board book,0.25,2017
Grant,Ron Chernow,4.8,5259,Hardcover,26.95,2017
"Lunt Solar Systems Junior Size Premium CE & ISO Certified Eclipse Glasses, Pack of 4",,4.6,,,,2017
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.6,33865,Hardcover,12.77,2017
The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition),Benjamin Graham,4.7,15957,Paperback,14.75,2017
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,9313,Hardcover,15.78,2017
"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)",Rick Riordan,4.8,4320,Hardcover,8.23,2017
"Everything, Everything",Nicola Yoon,4.7,4518,Paperback,0.94,2017
Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,4.6,12367,Paperback,3.73,2017
Norse Mythology,Neil Gaiman,4.7,8640,Hardcover,20.14,2017
Beneath a Scarlet Sky: A Novel,Mark Sullivan,4.7,42975,Paperback,2.05,2017
Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),Dav Pilkey,4.9,8523,Hardcover,1.49,2017
Lilac Girls: A Novel,Martha Hall Kelly,4.6,9889,Paperback,11.5,2017
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,4.9,14020,Hardcover,15,2017
"Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3)",Rick Riordan,4.8,3329,Hardcover,9.99,2017
"Al Franken, Giant of the Senate",Al Franken,4.7,3635,Hardcover,19.65,2017
Principles: Life and Work,Ray Dalio,4.6,6735,Hardcover,10.54,2017
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.8,7116,Paperback,4.26,2017
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,18691,Paperback,1.54,2017
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,4103,Paperback,0.36,2017
10-Day Green Smoothie Cleanse,JJ Smith,4.7,22356,Paperback,4.53,2017
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,16713,Hardcover,3.28,2017
Dragons Love Tacos,Adam Rubin,4.7,7995,Hardcover,1.4,2017
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.9,32577,Paperback,42.95,2017
Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,3711,Hardcover,18.49,2017
"Rosie Revere, Engineer",Andrea Beaty,4.9,4410,Hardcover,2.69,2017
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,4.1,28480,Hardcover,18.9,2016
StrengthsFinder 2.0,Tom Rath,4,5568,Hardcover,15.85,2016
First 100 Words,Roger Priddy,4.7,23921,Board book,0.18,2016
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,24756,Hardcover,11.11,2016
"Oh, the Places You'll Go!",Dr. Seuss,4.9,17081,Hardcover,0.35,2016
Diary of a Wimpy Kid #11: Double Down,Jeff Kinney,4.8,7476,Hardcover,17.99,2016
When Breath Becomes Air,Paul Kalanithi,4.7,16505,Hardcover,4.86,2016
Giraffes Can't Dance (Board Book),Giles Andreae,4.8,21055,Board book,0.94,2016
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,66271,Paperback,1.5,2016
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,10044,Hardcover,3.48,2016
A Man Called Ove: A Novel,Fredrik Backman,4.6,29386,Paperback,0.94,2016
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,9342,Hardcover,14.45,2016
How to Win Friends & Influence People,Dale Carnegie,4.7,34503,Paperback,4.69,2016
The Magnolia Story,Chip Gaines,4.8,8723,Hardcover,13.46,2016
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,8191,Paperback,0.25,2016
To Kill a Mockingbird,Harper Lee,4.8,36339,Mass Market Paperback,1.19,2016
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,19975,Hardcover,2.11,2016
Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,4.7,5578,Hardcover,1.15,2016
Hamilton: The Revolution,Lin-Manuel Miranda,4.9,8671,Hardcover,23.68,2016
The Girl on the Train,Paula Hawkins,4.1,82600,Paperback,0.25,2016
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,7744,Paperback,2.09,2016
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,914,Paperback,20,2016
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",,4.5,,,,2016
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,38489,Paperback,1.11,2016
Milk and Honey,Rupi Kaur,4.7,24832,Paperback,3.16,2016
The Going-To-Bed Book,Sandra Boynton,4.8,7405,Board book,0.25,2016
Born to Run,Bruce Springsteen,4.7,4359,Hardcover,2.4,2016
Alexander Hamilton,Ron Chernow,4.8,13411,Paperback,3.14,2016
The Very Hungry Caterpillar,Eric Carle,4.9,31511,Board book,0.94,2016
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,6569,Paperback,3.95,2016
The Constitution of the United States,Delegates of the Constitutional,4.8,3655,Pamphlet,0.01,2016
Wonder,R. J. Palacio,4.8,26483,Hardcover,0.36,2016
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,12417,Hardcover,1.84,2016
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,21065,Paperback,0.76,2016
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,12061,Hardcover,19.99,2016
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,4103,Paperback,0.36,2016
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,10540,Paperback,11.21,2016
